# Generated from the pinned Grok Bot 0.18 reference tree. Do not delete rows; update status/evidence as modules land.
# Reference: b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634
grok_path,grok_responsibility,evidence_anchor,ios_target_path,target_runtime,parity_class,implementation_status,test_evidence,replaces_ios_path,adaptation_reason
source/electron-main/telemetry/telemetry-report-pipes.ts,iOS platform-main lifecycle/capability adapter,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:source/electron-main/telemetry/telemetry-report-pipes.ts,source/ios-main/telemetry/telemetry-report-pipes.swift,Swift,ios-adapted,mapped,,,Desktop/Node responsibility is preserved with an iOS-native API/lifecycle implementation.
source/electron-main/telemetry/telemetry-report-sinks.ts,iOS platform-main lifecycle/capability adapter,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:source/electron-main/telemetry/telemetry-report-sinks.ts,source/ios-main/telemetry/telemetry-report-sinks.swift,Swift,ios-adapted,mapped,,,Desktop/Node responsibility is preserved with an iOS-native API/lifecycle implementation.
source/electron-main/telemetry/transport-stream-telemetry.ts,iOS platform-main lifecycle/capability adapter,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:source/electron-main/telemetry/transport-stream-telemetry.ts,source/ios-main/telemetry/transport-stream-telemetry.swift,Swift,ios-adapted,mapped,,,Desktop/Node responsibility is preserved with an iOS-native API/lifecycle implementation.
source/electron-main/update/apply-marker.ts,iOS platform-main lifecycle/capability adapter,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:source/electron-main/update/apply-marker.ts,source/ios-main/update/apply-marker.swift,Swift,ios-adapted,mapped,,,Desktop/Node responsibility is preserved with an iOS-native API/lifecycle implementation.
source/electron-main/update/idle-relaunch-apply.ts,iOS platform-main lifecycle/capability adapter,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:source/electron-main/update/idle-relaunch-apply.ts,source/ios-main/update/idle-relaunch-apply.swift,Swift,ios-adapted,mapped,,,Desktop/Node responsibility is preserved with an iOS-native API/lifecycle implementation.
source/electron-main/update/idle-relaunch-signals.ts,iOS platform-main lifecycle/capability adapter,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:source/electron-main/update/idle-relaunch-signals.ts,source/ios-main/update/idle-relaunch-signals.swift,Swift,ios-adapted,mapped,,,Desktop/Node responsibility is preserved with an iOS-native API/lifecycle implementation.
source/electron-main/update/release-metadata.ts,iOS platform-main lifecycle/capability adapter,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:source/electron-main/update/release-metadata.ts,source/ios-main/update/release-metadata.swift,Swift,ios-adapted,mapped,,,Desktop/Node responsibility is preserved with an iOS-native API/lifecycle implementation.
source/electron-main/update/safe-relaunch-gate.ts,iOS platform-main lifecycle/capability adapter,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:source/electron-main/update/safe-relaunch-gate.ts,source/ios-main/update/safe-relaunch-gate.swift,Swift,ios-adapted,mapped,,,Desktop/Node responsibility is preserved with an iOS-native API/lifecycle implementation.
source/electron-main/update/sand-update-service.ts,iOS platform-main lifecycle/capability adapter,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:source/electron-main/update/sand-update-service.ts,source/ios-main/update/sand-update-service.swift,Swift,ios-adapted,mapped,,,Desktop/Node responsibility is preserved with an iOS-native API/lifecycle implementation.
source/electron-main/update/squirrel-feed-server.ts,iOS platform-main lifecycle/capability adapter,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:source/electron-main/update/squirrel-feed-server.ts,source/ios-main/update/squirrel-feed-server.swift,Swift,ios-adapted,mapped,,,Desktop/Node responsibility is preserved with an iOS-native API/lifecycle implementation.
source/electron-main/update/update-download.ts,iOS platform-main lifecycle/capability adapter,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:source/electron-main/update/update-download.ts,source/ios-main/update/update-download.swift,Swift,ios-adapted,mapped,,,Desktop/Node responsibility is preserved with an iOS-native API/lifecycle implementation.
source/electron-main/update/update-feed.ts,iOS platform-main lifecycle/capability adapter,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:source/electron-main/update/update-feed.ts,source/ios-main/update/update-feed.swift,Swift,ios-adapted,mapped,,,Desktop/Node responsibility is preserved with an iOS-native API/lifecycle implementation.
source/electron-main/update/update-gate.ts,iOS platform-main lifecycle/capability adapter,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:source/electron-main/update/update-gate.ts,source/ios-main/update/update-gate.swift,Swift,ios-adapted,mapped,,,Desktop/Node responsibility is preserved with an iOS-native API/lifecycle implementation.
source/electron-main/update/update-telemetry.ts,iOS platform-main lifecycle/capability adapter,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:source/electron-main/update/update-telemetry.ts,source/ios-main/update/update-telemetry.swift,Swift,ios-adapted,mapped,,,Desktop/Node responsibility is preserved with an iOS-native API/lifecycle implementation.
source/electron-main/update/update-version.ts,iOS platform-main lifecycle/capability adapter,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:source/electron-main/update/update-version.ts,source/ios-main/update/update-version.swift,Swift,ios-adapted,mapped,,,Desktop/Node responsibility is preserved with an iOS-native API/lifecycle implementation.
source/electron-main/update/update-wiring.ts,iOS platform-main lifecycle/capability adapter,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:source/electron-main/update/update-wiring.ts,source/ios-main/update/update-wiring.swift,Swift,ios-adapted,mapped,,,Desktop/Node responsibility is preserved with an iOS-native API/lifecycle implementation.
source/electron-main/update/win32-installer.ts,iOS platform-main lifecycle/capability adapter,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:source/electron-main/update/win32-installer.ts,source/ios-main/update/win32-installer.swift,Swift,ios-adapted,mapped,,,Desktop/Node responsibility is preserved with an iOS-native API/lifecycle implementation.
source/electron-main/vnc/vnc-edge.ts,iOS platform-main lifecycle/capability adapter,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:source/electron-main/vnc/vnc-edge.ts,source/ios-main/vnc/vnc-edge.swift,Swift,ios-adapted,mapped,,,Desktop/Node responsibility is preserved with an iOS-native API/lifecycle implementation.
source/electron-main/vnc/vnc-session-telemetry.ts,iOS platform-main lifecycle/capability adapter,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:source/electron-main/vnc/vnc-session-telemetry.ts,source/ios-main/vnc/vnc-session-telemetry.swift,Swift,ios-adapted,mapped,,,Desktop/Node responsibility is preserved with an iOS-native API/lifecycle implementation.
source/electron-main/vnc/vnc-trust.ts,iOS platform-main lifecycle/capability adapter,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:source/electron-main/vnc/vnc-trust.ts,source/ios-main/vnc/vnc-trust.swift,Swift,ios-adapted,mapped,,,Desktop/Node responsibility is preserved with an iOS-native API/lifecycle implementation.
source/electron-main/window-broadcast.ts,iOS platform-main lifecycle/capability adapter,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:source/electron-main/window-broadcast.ts,source/ios-main/window-broadcast.swift,Swift,ios-adapted,mapped,,,Desktop/Node responsibility is preserved with an iOS-native API/lifecycle implementation.
source/electron-main/window-chrome.ts,iOS platform-main lifecycle/capability adapter,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:source/electron-main/window-chrome.ts,source/ios-main/window-chrome.swift,Swift,ios-adapted,mapped,,,Desktop/Node responsibility is preserved with an iOS-native API/lifecycle implementation.
source/electron-main/window-shortcuts.ts,iOS platform-main lifecycle/capability adapter,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:source/electron-main/window-shortcuts.ts,source/ios-main/window-shortcuts.swift,Swift,ios-adapted,mapped,,,Desktop/Node responsibility is preserved with an iOS-native API/lifecycle implementation.
source/electron-main/window-state-persistence.ts,iOS platform-main lifecycle/capability adapter,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:source/electron-main/window-state-persistence.ts,source/ios-main/window-state-persistence.swift,Swift,ios-adapted,mapped,,,Desktop/Node responsibility is preserved with an iOS-native API/lifecycle implementation.
source/electron-main/window-state-store.ts,iOS platform-main lifecycle/capability adapter,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:source/electron-main/window-state-store.ts,source/ios-main/window-state-store.swift,Swift,ios-adapted,mapped,,,Desktop/Node responsibility is preserved with an iOS-native API/lifecycle implementation.
source/electron-preload/box-vnc-clipboard-paste.ts,typed trusted iOS bridge,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:source/electron-preload/box-vnc-clipboard-paste.ts,source/ios-preload/box-vnc-clipboard-paste.swift,Swift,ios-adapted,implemented,mobile/ios/FabushiTests/PreloadParityTests.swift,,Desktop/Node responsibility is preserved with an iOS-native API/lifecycle implementation.
source/electron-preload/box-vnc-liveness.ts,typed trusted iOS bridge,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:source/electron-preload/box-vnc-liveness.ts,source/ios-preload/box-vnc-liveness.swift,Swift,ios-adapted,implemented,mobile/ios/FabushiTests/PreloadParityTests.swift,,Desktop/Node responsibility is preserved with an iOS-native API/lifecycle implementation.
source/electron-preload/box-vnc-visibility-gate.ts,typed trusted iOS bridge,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:source/electron-preload/box-vnc-visibility-gate.ts,source/ios-preload/box-vnc-visibility-gate.swift,Swift,ios-adapted,implemented,mobile/ios/FabushiTests/PreloadParityTests.swift,,Desktop/Node responsibility is preserved with an iOS-native API/lifecycle implementation.
source/electron-preload/coordinator-port-bridge.ts,typed trusted iOS bridge,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:source/electron-preload/coordinator-port-bridge.ts,source/ios-preload/coordinator-port-bridge.swift,Swift,ios-adapted,implemented,mobile/ios/FabushiTests/CoordinatorContractTests.swift,,Desktop/Node responsibility is preserved with an iOS-native API/lifecycle implementation.
source/electron-preload/main-rpc-runtime.ts,typed trusted iOS bridge,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:source/electron-preload/main-rpc-runtime.ts,source/ios-preload/main-rpc-runtime.swift,Swift,ios-adapted,implemented,mobile/ios/FabushiTests/PreloadParityTests.swift,,Desktop/Node responsibility is preserved with an iOS-native API/lifecycle implementation.
source/electron-preload/passkey-stall.ts,typed trusted iOS bridge,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:source/electron-preload/passkey-stall.ts,source/ios-preload/passkey-stall.swift,Swift,ios-adapted,implemented,mobile/ios/FabushiTests/PreloadParityTests.swift,,Desktop/Node responsibility is preserved with an iOS-native API/lifecycle implementation.
source/electron-preload/preload-browser-base.ts,typed trusted iOS bridge,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:source/electron-preload/preload-browser-base.ts,source/ios-preload/preload-browser-base.swift,Swift,ios-adapted,implemented,mobile/ios/FabushiTests/PreloadParityTests.swift,,Desktop/Node responsibility is preserved with an iOS-native API/lifecycle implementation.
source/electron-preload/preload-dev-controls.ts,typed trusted iOS bridge,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:source/electron-preload/preload-dev-controls.ts,source/ios-preload/preload-dev-controls.swift,Swift,ios-adapted,implemented,mobile/ios/FabushiTests/PreloadParityTests.swift,,Desktop/Node responsibility is preserved with an iOS-native API/lifecycle implementation.
source/electron-preload/preload-vnc.ts,typed trusted iOS bridge,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:source/electron-preload/preload-vnc.ts,source/ios-preload/preload-vnc.swift,Swift,ios-adapted,implemented,mobile/ios/FabushiTests/PreloadParityTests.swift,,Desktop/Node responsibility is preserved with an iOS-native API/lifecycle implementation.
source/electron-preload/preload-webview.ts,typed trusted iOS bridge,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:source/electron-preload/preload-webview.ts,source/ios-preload/preload-webview.swift,Swift,ios-adapted,implemented,mobile/ios/FabushiTests/PreloadParityTests.swift,,Desktop/Node responsibility is preserved with an iOS-native API/lifecycle implementation.
source/electron-preload/preload.ts,typed trusted iOS bridge,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:source/electron-preload/preload.ts,source/ios-preload/preload.swift,Swift,ios-adapted,implemented,mobile/ios/FabushiTests/PreloadParityTests.swift;source/ios-main/FabushiRuntime.swift,,Desktop/Node responsibility is preserved with an iOS-native API/lifecycle implementation.
source/electron-preload/rpc-edge-runtime.ts,typed trusted iOS bridge,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:source/electron-preload/rpc-edge-runtime.ts,source/ios-preload/rpc-edge-runtime.swift,Swift,ios-adapted,implemented,mobile/ios/FabushiTests/PreloadParityTests.swift,,Desktop/Node responsibility is preserved with an iOS-native API/lifecycle implementation.
source/electron-preload/runtime/dev-controls.ts,typed trusted iOS bridge,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:source/electron-preload/runtime/dev-controls.ts,source/ios-preload/runtime/PreloadDevControls.swift,Swift,ios-adapted,implemented,mobile/ios/FabushiTests/PreloadParityTests.swift,,"Electron-only developer actions are classified into local iOS actions, Remote Runner actions, or explicit unsupported results."
source/electron-preload/runtime/primary.ts,typed trusted iOS bridge,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:source/electron-preload/runtime/primary.ts,source/ios-preload/runtime/PreloadPrimary.swift,Swift,ios-adapted,implemented,mobile/ios/FabushiTests/PreloadParityTests.swift,,iOS preload primary is a typed Swift facade over IOSCoordinatorPortClient; it exposes no Node/Electron globals.
source/electron-preload/runtime/vnc.ts,typed trusted iOS bridge,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:source/electron-preload/runtime/vnc.ts,source/ios-preload/runtime/PreloadVNC.swift,Swift,ios-adapted,implemented,mobile/ios/FabushiTests/PreloadParityTests.swift,,iOS exposes typed Remote Computer clipboard/presence calls through Coordinator rather than a local VNC process.
source/electron-preload/runtime/webview.ts,typed trusted iOS bridge,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:source/electron-preload/runtime/webview.ts,source/ios-preload/runtime/PreloadWebView.swift,Swift,ios-adapted,implemented,mobile/ios/FabushiTests/PreloadParityTests.swift,,"iOS maps Electron webview behavior to safe app callbacks, MiniApp web surfaces, or external browser navigation and blocks loopback desktop surfaces."
source/host/agent-isolation/agent-store-worker.ts,iOS-owned Mahayana Host/runtime,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:source/host/agent-isolation/agent-store-worker.ts,source/host/agent-isolation/agent-store-worker.rs,Rust,direct-equivalent,implemented,cargo test --manifest-path source/packages/mahayana-rs/Cargo.toml -p mahayana-app-host-mobile --lib --profile ci (agent_store_worker::tests),,iOS replaces Node worker_threads with a serialized Rust store lane owned by Host; no background process is spawned.
source/host/agent-isolation/agent-worker-pool.ts,iOS-owned Mahayana Host/runtime,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:source/host/agent-isolation/agent-worker-pool.ts,source/host/agent-isolation/agent-worker-pool.rs,Rust,direct-equivalent,implemented,cargo test --manifest-path source/packages/mahayana-rs/Cargo.toml -p mahayana-app-host-mobile --lib --profile ci (agent_worker_pool::tests),,"iOS preserves per-agent isolation, capacity and idle eviction in Host-owned Rust lanes instead of long-lived worker processes."
source/host/agent-isolation/conversation-blob-db.ts,iOS-owned Mahayana Host/runtime,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:source/host/agent-isolation/conversation-blob-db.ts,source/host/agent-isolation/conversation-blob-db.rs,Rust,direct-equivalent,implemented,cargo test --manifest-path source/packages/mahayana-rs/Cargo.toml -p mahayana-app-host-mobile --lib --profile ci (conversation_blob_db::tests),,
source/host/agent-isolation/conversation-blob-gc.ts,iOS-owned Mahayana Host/runtime,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:source/host/agent-isolation/conversation-blob-gc.ts,source/host/agent-isolation/conversation-blob-gc.rs,Rust,direct-equivalent,implemented,cargo test --manifest-path source/packages/mahayana-rs/Cargo.toml -p mahayana-app-host-mobile --lib --profile ci (conversation_blob_gc::tests),,
source/host/agent-isolation/conversation-blob-store.ts,iOS-owned Mahayana Host/runtime,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:source/host/agent-isolation/conversation-blob-store.ts,source/host/agent-isolation/conversation-blob-store.rs,Rust,direct-equivalent,implemented,cargo test --manifest-path source/packages/mahayana-rs/Cargo.toml -p mahayana-app-host-mobile --lib --profile ci (conversation_blob_store::tests),,
source/host/agent-isolation/legacy-blob-retirement.ts,iOS-owned Mahayana Host/runtime,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:source/host/agent-isolation/legacy-blob-retirement.ts,source/host/agent-isolation/legacy-blob-retirement.rs,Rust,direct-equivalent,implemented,cargo test --manifest-path source/packages/mahayana-rs/Cargo.toml -p mahayana-app-host-mobile --lib --profile ci (legacy_blob_retirement::tests),,
source/host/agent-isolation/transcript-mirror-offload.ts,iOS-owned Mahayana Host/runtime,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:source/host/agent-isolation/transcript-mirror-offload.ts,source/host/agent-isolation/transcript-mirror-offload.rs,Rust,ios-adapted,mapped,,,"Rust scheduler component exists and is compiled, but no production Host call path executes its dispatches yet; keep mapped until the mirror writer/protobuf hydration path is wired."
source/host/agent-isolation/transcript-mirror-worker.ts,iOS-owned Mahayana Host/runtime,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:source/host/agent-isolation/transcript-mirror-worker.ts,source/host/agent-isolation/transcript-mirror-worker.rs,Rust,ios-adapted,mapped,,,Read-only SQLite worker now decodes the checkpoint fields used by transcript mirroring and directly invokes the Rust LegacyFileTranscriptMirror; end-to-end worker test proves checkpoint blob -> hydrated root message -> JSONL. Keep mapped until production Host composition dispatches jobs.
source/host/agent-isolation/worker-blob-store.ts,iOS-owned Mahayana Host/runtime,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:source/host/agent-isolation/worker-blob-store.ts,source/host/agent-isolation/worker-blob-store.rs,Rust,direct-equivalent,implemented,cargo test -p mahayana-app-host-mobile --lib (worker_blob_store::tests),,
source/host/agents/agent-avatar.ts,iOS-owned Mahayana Host/runtime,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:source/host/agents/agent-avatar.ts,source/host/agents/agent-avatar.rs,Rust,direct-equivalent,mapped,,,
source/host/agents/agent-clone.ts,iOS-owned Mahayana Host/runtime,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:source/host/agents/agent-clone.ts,source/host/agents/agent-clone.rs,Rust,direct-equivalent,mapped,,,
source/host/agents/agent-messaging.ts,iOS-owned Mahayana Host/runtime,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:source/host/agents/agent-messaging.ts,source/host/agents/agent-messaging.rs,Rust,direct-equivalent,mapped,,,
source/host/agents/agent-profile.ts,iOS-owned Mahayana Host/runtime,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:source/host/agents/agent-profile.ts,source/host/agents/agent-profile.rs,Rust,direct-equivalent,mapped,,,
source/host/agents/agent-workflow-enablement.ts,iOS-owned Mahayana Host/runtime,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:source/host/agents/agent-workflow-enablement.ts,source/host/agents/agent-workflow-enablement.rs,Rust,direct-equivalent,mapped,,,
source/host/agents/settings-file.ts,iOS-owned Mahayana Host/runtime,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:source/host/agents/settings-file.ts,source/host/agents/settings-file.rs,Rust,direct-equivalent,mapped,,,
source/host/attachment-paths.ts,iOS-owned Mahayana Host/runtime,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:source/host/attachment-paths.ts,source/host/attachment-paths.rs,Rust,direct-equivalent,mapped,,,
source/host/automations/automation-id.ts,iOS-owned Mahayana Host/runtime,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:source/host/automations/automation-id.ts,source/host/automations/automation-id.rs,Rust,direct-equivalent,mapped,,,
source/host/automations/automation-status-reminder.ts,iOS-owned Mahayana Host/runtime,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:source/host/automations/automation-status-reminder.ts,source/host/automations/automation-status-reminder.rs,Rust,direct-equivalent,mapped,,,
source/host/automations/automation-store.ts,iOS-owned Mahayana Host/runtime,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:source/host/automations/automation-store.ts,source/host/automations/automation-store.rs,Rust,direct-equivalent,mapped,,,
source/host/automations/automation-trigger.ts,iOS-owned Mahayana Host/runtime,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:source/host/automations/automation-trigger.ts,source/host/automations/automation-trigger.rs,Rust,direct-equivalent,mapped,,,
source/host/automations/automation.ts,iOS-owned Mahayana Host/runtime,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:source/host/automations/automation.ts,source/host/automations/automation.rs,Rust,direct-equivalent,mapped,,,
source/host/automations/listener-integrations.ts,iOS-owned Mahayana Host/runtime,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:source/host/automations/listener-integrations.ts,source/host/automations/listener-integrations.rs,Rust,direct-equivalent,mapped,,,
source/host/automations/routine-notices.ts,iOS-owned Mahayana Host/runtime,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:source/host/automations/routine-notices.ts,source/host/automations/routine-notices.rs,Rust,direct-equivalent,mapped,,,
source/host/box/box-capabilities.ts,iOS-owned Mahayana Host/runtime,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:source/host/box/box-capabilities.ts,source/host/box/box-capabilities.rs,Rust,direct-equivalent,implemented,cargo test -p mahayana-app-host-mobile --lib (box_capabilities::tests),,
source/host/box/box-env.ts,iOS-owned Mahayana Host/runtime,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:source/host/box/box-env.ts,source/host/box/box-env.rs,Rust,direct-equivalent,implemented,cargo test -p mahayana-app-host-mobile --lib (box_env::tests),,
source/host/box/box-factory.ts,iOS-owned Mahayana Host/runtime,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:source/host/box/box-factory.ts,source/host/box/box-factory.rs,Rust,direct-equivalent,implemented,cargo test -p mahayana-app-host-mobile --lib (box_factory::tests),,
source/host/box/box-file-transfer.ts,iOS-owned Mahayana Host/runtime,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:source/host/box/box-file-transfer.ts,source/host/box/box-file-transfer.rs,Rust,direct-equivalent,implemented,cargo test -p mahayana-app-host-mobile --lib (box_file_transfer::tests),,
source/host/box/box-mcp.ts,iOS-owned Mahayana Host/runtime,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:source/host/box/box-mcp.ts,source/host/box/box-mcp.rs,Rust,direct-equivalent,implemented,cargo test -p mahayana-app-host-mobile --lib (box_mcp::tests),,
source/host/box/box-monitor-layout.ts,iOS-owned Mahayana Host/runtime,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:source/host/box/box-monitor-layout.ts,source/host/box/box-monitor-layout.rs,Rust,direct-equivalent,implemented,cargo test -p mahayana-app-host-mobile --lib (box_monitor_layout::tests),,
source/host/box/box-remote-accessor.ts,iOS-owned Mahayana Host/runtime,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:source/host/box/box-remote-accessor.ts,source/host/box/box-remote-accessor.rs,Rust,direct-equivalent,implemented,cargo test -p mahayana-app-host-mobile --lib (box_remote_accessor::tests),,
source/host/box/box-shell-command.ts,iOS-owned Mahayana Host/runtime,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:source/host/box/box-shell-command.ts,source/host/box/box-shell-command.rs,Rust,direct-equivalent,implemented,cargo test -p mahayana-app-host-mobile --lib (box_shell_command::tests),,
source/host/box/box-store-backend-policy.ts,iOS-owned Mahayana Host/runtime,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:source/host/box/box-store-backend-policy.ts,source/host/box/box-store-backend-policy.rs,Rust,direct-equivalent,implemented,cargo test -p mahayana-app-host-mobile --lib (box_store_backend_policy::tests),,
source/host/box/box-transfer.ts,iOS-owned Mahayana Host/runtime,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:source/host/box/box-transfer.ts,source/host/box/box-transfer.rs,Rust,direct-equivalent,implemented,cargo test -p mahayana-app-host-mobile --lib (box_transfer::tests),,
source/host/box/box-windows.ts,iOS-owned Mahayana Host/runtime,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:source/host/box/box-windows.ts,source/host/box/box-windows.rs,Rust,direct-equivalent,implemented,cargo test -p mahayana-app-host-mobile --lib (box_windows::tests),,
source/host/box/exec-daemon-process.ts,iOS-owned Mahayana Host/runtime,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:source/host/box/exec-daemon-process.ts,source/host/box/exec-daemon-process.rs,Rust,direct-equivalent,implemented,cargo test -p mahayana-app-host-mobile --lib (exec_daemon_process::tests),,
source/host/box/generated-production.ts,iOS-owned Mahayana Host/runtime,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:source/host/box/generated-production.ts,source/host/box/generated-production.rs,Rust,direct-equivalent,implemented,cargo test -p mahayana-app-host-mobile --lib (generated_production::tests),,
